"resultid","resultmonth","winnerid","loserid","winnerset1","winnerset2","winnerset3","winnerset4","winnerset5","loserset1","loserset2","loserset3","loserset4","loserset5"
4923,"2019-03",4686,200399,5,6,7,0,0,7,2,6,0,0
4926,"2019-02",10823,10346,4,6,6,0,0,6,0,3,0,0
4927,"2019-08",55908,3589,2,6,7,3,6,6,0,5,6,4
4928,"2019-05",1008596,3882,6,6,0,0,0,3,3,0,0,0
4934,"2019-01",94283,52886,6,6,6,7,0,7,4,3,6,0
4935,"2019-08",4560,3982,6,6,6,6,0,3,7,3,4,0
4937,"2019-09",58232,11275,3,6,7,0,0,6,2,6,0,0
4939,"2019-07",204410,4031,6,6,0,0,0,4,1,0,0,0
4940,"2019-10",3503,203816,4,7,6,0,0,6,5,3,0,0
4941,"2019-08",70649,2230756,7,6,0,0,0,6,0,0,0,0
4943,"2019-12",207039,2590128,6,6,6,0,0,3,4,1,0,0
4944,"2019-08",3605,3558,6,7,0,0,0,1,6,0,0,0
4945,"2019-08",64318,1194009,6,6,0,0,0,4,4,0,0,0
4946,"2019-10",7479,1945656,6,7,0,0,0,3,6,0,0,0
4947,"2019-10",59419,70784,6,6,0,0,0,3,2,0,0,0
4948,"2019-10",3654,3569,6,6,0,0,0,3,0,0,0,0
4951,"2019-11",1906139,1954748,6,6,0,0,0,2,4,0,0,0
4952,"2019-03",3734,55282,7,6,0,0,0,6,4,0,0,0
4954,"2019-06",162815,3617,4,6,6,0,0,6,3,4,0,0
4955,"2019-10",76935,27273,6,6,0,0,0,2,2,0,0,0
4957,"2019-08",2065915,50772,6,6,0,0,0,4,4,0,0,0
4958,"2019-08",51794,4053,6,6,0,0,0,1,4,0,0,0
4959,"2019-10",11599,11042,6,6,6,0,0,7,4,2,0,0
4961,"2019-10",93116,93398,6,4,6,0,0,3,6,3,0,0
4964,"2019-09",1969408,10807,6,7,6,0,0,7,6,2,0,0
4966,"2019-10",1194009,2536184,6,6,0,0,0,3,2,0,0,0
4967,"2019-07",24753,24836,6,6,0,0,0,1,4,0,0,0
4970,"2019-08",3654,3723,6,6,7,0,0,7,3,6,0,0
4972,"2019-02",240233,28171,6,6,0,0,0,3,2,0,0,0
4973,"2019-02",10378,11042,6,6,0,0,0,2,3,0,0,0
4974,"2019-07",1398920,56801,2,6,7,0,0,6,3,5,0,0
4975,"2019-10",2544742,3839,6,6,0,0,0,3,2,0,0,0
4976,"2019-09",206806,3993,7,6,0,0,0,5,4,0,0,0
4978,"2019-02",203816,2596786,7,6,6,0,0,6,7,0,0,0
4979,"2019-01",53374,3832,6,6,6,0,0,7,3,4,0,0
4980,"2019-08",28487,84281,6,6,6,0,0,7,4,4,0,0
4981,"2019-03",2601750,224678,6,4,7,0,0,4,6,5,0,0
4983,"2019-10",2230756,238541,4,7,6,0,0,6,5,2,0,0
4984,"2019-09",1983491,10853,6,6,0,0,0,3,2,0,0,0
4985,"2019-07",3761,4560,6,7,0,0,0,4,6,0,0,0
4986,"2019-11",70522,50817,6,6,0,0,0,2,2,0,0,0
4987,"2019-08",3766,142094,1,6,7,0,0,6,3,6,0,0
4988,"2019-09",53374,52341,6,6,0,0,0,3,1,0,0,0
4989,"2019-03",92088,364584,6,6,0,0,0,2,1,0,0,0
4990,"2019-08",2500037,45571,7,6,0,0,0,5,4,0,0,0
4994,"2019-08",10287,11466,6,6,0,0,0,2,4,0,0,0
4995,"2019-03",11342,11599,7,3,6,0,0,5,6,2,0,0
4996,"2019-10",2617037,6263,6,6,0,0,0,3,3,0,0,0
4998,"2019-07",83953,1860951,6,6,0,0,0,0,1,0,0,0
4999,"2019-09",205461,4190,6,7,0,0,0,4,6,0,0,0
5000,"2019-11",142720,50037,6,6,0,0,0,2,4,0,0,0
5003,"2019-11",247320,65365,6,6,0,0,0,2,4,0,0,0
5006,"2019-09",53255,51297,6,6,0,0,0,3,2,0,0,0
5007,"2019-11",1712358,3996,6,6,0,0,0,2,2,0,0,0
5008,"2019-03",224142,1984892,7,6,0,0,0,6,4,0,0,0
5009,"2019-09",141998,3482,6,6,0,0,0,2,1,0,0,0
5012,"2019-10",2590128,45645,6,3,7,0,0,4,6,5,0,0
5013,"2019-10",52346,51547,4,6,6,0,0,6,2,2,0,0
5014,"2019-09",11599,10286,6,6,0,0,0,2,2,0,0,0
5015,"2019-02",10283,10788,6,6,0,0,0,2,2,0,0,0
5016,"2019-09",45507,10866,7,6,0,0,0,6,2,0,0,0
5017,"2019-09",2555959,55200,6,6,0,0,0,3,2,0,0,0
5019,"2019-11",150075,77926,7,6,0,0,0,6,2,0,0,0
5020,"2019-01",3474,3587,4,6,7,0,0,6,3,5,0,0
5021,"2019-07",4276,56735,6,6,0,0,0,4,3,0,0,0
5023,"2019-07",73237,1517181,6,6,0,0,0,1,4,0,0,0
5027,"2019-10",3464,3569,6,6,0,0,0,4,0,0,0,0
5028,"2019-09",3605,3466,6,6,0,0,0,4,3,0,0,0
5029,"2019-11",3469,53255,6,7,0,0,0,2,5,0,0,0
5030,"2019-11",55282,3608,6,4,6,0,0,2,6,0,0,0
5031,"2019-09",42469,981589,4,6,6,0,0,6,4,2,0,0
5033,"2019-12",2035485,81943,6,4,6,0,0,1,6,4,0,0
5035,"2019-06",3967,2611182,6,7,0,0,0,0,6,0,0,0
5036,"2019-11",69349,10977,6,3,6,0,0,2,6,3,0,0
5038,"2019-02",11095,10339,6,6,0,0,0,1,1,0,0,0
5040,"2019-11",3686,252053,7,2,6,0,0,6,6,4,0,0
5041,"2019-10",10280,2555953,7,7,0,0,0,5,6,0,0,0
5044,"2019-08",142094,95506,7,6,0,0,0,6,3,0,0,0
5045,"2019-11",1398935,58977,6,6,0,0,0,2,0,0,0,0
5046,"2019-09",2602428,10250,6,4,7,0,0,2,6,6,0,0
5047,"2019-09",41562,10286,6,5,6,0,0,3,7,0,0,0
5048,"2019-08",125087,79623,4,7,6,0,0,6,6,0,0,0
5049,"2019-02",259120,10766,1,6,7,0,0,6,2,6,0,0
5050,"2019-11",1459374,2390968,6,6,0,0,0,3,3,0,0,0
5052,"2019-11",69896,814263,6,6,0,0,0,3,4,0,0,0
5053,"2019-09",3534,51288,6,7,0,0,0,3,6,0,0,0
5054,"2019-10",4072,2590128,7,6,0,0,0,5,1,0,0,0
5055,"2019-03",10250,10267,6,6,0,0,0,4,2,0,0,0
5056,"2019-11",191038,10290,6,7,0,0,0,3,6,0,0,0
5057,"2019-10",212742,65365,7,6,0,0,0,5,1,0,0,0
5059,"2019-09",50037,10775,5,6,6,0,0,7,2,3,0,0
5061,"2019-08",11370,57418,6,6,0,0,0,4,4,0,0,0
5062,"2019-09",51547,52345,6,6,0,0,0,4,0,0,0,0
5063,"2019-03",91939,1969408,6,6,0,0,0,3,0,0,0,0
5064,"2019-06",3679,9505,6,6,0,0,0,3,4,0,0,0
5065,"2019-02",34159,173356,7,3,6,0,0,5,6,3,0,0
5069,"2019-05",2526148,802298,6,6,0,0,0,4,2,0,0,0
5070,"2019-07",3712,55849,7,6,0,0,0,6,3,0,0,0
5071,"2019-08",90634,28085,1,6,6,0,0,6,4,3,0,0
5072,"2019-02",3867,2611704,6,4,6,0,0,3,6,1,0,0
5073,"2019-08",142720,10346,7,6,0,0,0,5,2,0,0,0
5074,"2019-08",235621,3462,7,6,0,0,0,5,0,0,0,0
5075,"2019-09",11349,10287,6,6,0,0,0,3,2,0,0,0
5077,"2019-10",157972,274798,6,6,0,0,0,4,2,0,0,0
5078,"2019-02",2085750,3687,7,4,6,0,0,6,6,3,0,0
5081,"2019-09",10839,10303,6,6,0,0,0,3,4,0,0,0
5082,"2019-10",1459374,45571,6,2,6,0,0,2,6,2,0,0
5083,"2019-09",24836,2524041,3,6,6,0,0,6,4,2,0,0
5085,"2019-10",2230756,51673,6,5,7,0,0,2,7,5,0,0
5086,"2019-01",52886,151401,6,6,0,0,0,3,4,0,0,0
5088,"2019-01",3478,1399808,6,6,6,0,0,3,2,2,0,0
5090,"2019-08",3475,1625971,6,7,0,0,0,1,6,0,0,0
5093,"2019-01",49953,3878,6,7,6,0,0,1,5,4,0,0
5094,"2019-02",4047,4690,6,4,6,0,0,4,6,4,0,0
5095,"2019-02",2231281,173356,6,7,0,0,0,2,6,0,0,0
5096,"2019-09",206783,51259,7,6,0,0,0,6,3,0,0,0
5097,"2019-07",3608,53292,6,3,7,0,0,4,6,6,0,0
5100,"2019-01",10759,50083,6,6,0,0,0,1,2,0,0,0
5102,"2019-09",28900,74148,6,6,0,0,0,4,2,0,0,0
5103,"2019-09",3810,79623,6,6,0,0,0,3,4,0,0,0
5106,"2019-02",34159,167938,6,7,0,0,0,1,6,0,0,0
5108,"2019-10",1570645,41750,7,7,0,0,0,6,6,0,0,0
5110,"2019-08",28487,10403,6,6,0,0,0,1,0,0,0,0
5111,"2019-10",51297,235621,7,6,0,0,0,5,3,0,0,0
5112,"2019-10",51256,439496,6,6,0,0,0,2,3,0,0,0
5113,"2019-07",96338,56735,6,6,6,0,0,7,3,4,0,0
5114,"2019-09",77968,3828,6,6,0,0,0,2,2,0,0,0
5115,"2019-10",217512,3967,7,7,0,0,0,6,6,0,0,0
5116,"2019-11",4073,65638,6,4,6,0,0,3,6,1,0,0
5117,"2019-09",54171,4047,6,6,0,0,0,3,2,0,0,0
5118,"2019-08",10839,96507,6,6,0,0,0,4,2,0,0,0
5120,"2019-03",206806,3654,6,6,0,0,0,1,2,0,0,0
5121,"2019-09",10819,10281,7,6,0,0,0,5,3,0,0,0
5122,"2019-08",141998,2065915,6,6,0,0,0,3,1,0,0,0
5123,"2019-01",252064,34144,6,6,0,0,0,1,3,0,0,0
5124,"2019-02",10249,51673,1,6,6,0,0,6,3,3,0,0
5126,"2019-06",3679,1393213,6,7,0,0,0,3,6,0,0,0
5127,"2019-08",3486,3828,7,7,0,0,0,6,6,0,0,0
5129,"2019-03",10352,10789,7,6,0,0,0,6,4,0,0,0
5130,"2019-10",3982,1570645,6,6,0,0,0,3,2,0,0,0
5133,"2019-10",2103686,2098986,7,6,0,0,0,6,1,0,0,0
5134,"2019-03",161912,11342,6,6,0,0,0,3,2,0,0,0
5135,"2019-10",802298,51259,7,6,0,0,0,5,1,0,0,0
5137,"2019-02",3587,4151,6,4,6,0,0,2,6,1,0,0
5139,"2019-05",51794,28080,6,7,0,0,0,4,6,0,0,0
5141,"2019-01",95506,3486,7,7,6,0,0,5,6,4,0,0
5142,"2019-08",10244,11640,6,4,6,0,0,3,6,3,0,0
5143,"2019-11",5164,51222,6,6,0,0,0,1,4,0,0,0
5144,"2019-10",1601923,109210,6,6,0,0,0,1,2,0,0,0
5145,"2019-09",11161,2595931,6,6,0,0,0,1,3,0,0,0
5146,"2019-09",1393071,765205,2,6,6,0,0,6,4,2,0,0
5147,"2019-06",49884,49984,7,6,0,0,0,6,2,0,0,0
5149,"2019-10",3761,224134,6,6,0,0,0,3,2,0,0,0
5150,"2019-08",3878,3721,6,6,6,0,0,7,2,3,0,0
5151,"2019-07",802298,3699,6,6,0,0,0,4,3,0,0,0
5155,"2019-08",4205,3495,6,6,6,0,0,3,2,2,0,0
5156,"2019-10",3962,3564,6,6,0,0,0,4,3,0,0,0
5157,"2019-08",3460,4122,6,7,0,0,0,1,5,0,0,0
5158,"2019-07",4169,54171,6,1,6,0,0,3,6,1,0,0
5159,"2019-03",10479,10242,6,6,6,0,0,3,7,2,0,0
5161,"2019-10",4047,4401,7,4,6,0,0,6,6,2,0,0
5162,"2019-07",1008596,76882,6,6,0,0,0,4,3,0,0,0
5163,"2019-01",3478,3659,4,6,6,0,0,6,4,1,0,0
5166,"2019-08",50113,55335,7,6,0,0,0,6,2,0,0,0
5167,"2019-09",141998,67499,6,6,0,0,0,3,1,0,0,0
5168,"2019-06",3699,242438,6,6,0,0,0,3,3,0,0,0
5169,"2019-03",4515,3832,7,6,6,0,0,6,7,4,0,0
5170,"2019-10",52833,53085,6,6,6,0,0,4,7,3,0,0
5172,"2019-01",84281,11342,6,6,0,0,0,3,3,0,0,0
5173,"2019-02",11370,10750,7,7,0,0,0,5,5,0,0,0
5175,"2019-03",51673,268262,6,6,0,0,0,4,1,0,0,0
5180,"2019-10",378488,10473,3,6,6,0,0,6,3,2,0,0
5181,"2019-09",59419,54130,1,6,6,0,0,6,1,3,0,0
5183,"2019-09",52345,52346,6,6,0,0,0,2,1,0,0,0
5185,"2019-10",3761,224142,2,6,6,0,0,6,3,4,0,0
5187,"2019-10",182464,274770,6,4,6,0,0,1,6,1,0,0
5189,"2019-08",64318,4053,5,6,6,0,0,7,4,3,0,0
5191,"2019-10",3699,203845,6,6,0,0,0,3,2,0,0,0
5192,"2019-01",3867,3507,7,6,0,0,0,6,2,0,0,0
5194,"2019-03",1685942,1398920,6,6,0,0,0,1,4,0,0,0
5195,"2019-08",3701,53255,6,6,0,0,0,4,1,0,0,0
5196,"2019-09",2616345,3484,6,6,0,0,0,2,2,0,0,0
5197,"2019-03",84281,10469,6,7,0,0,0,2,5,0,0,0
5198,"2019-11",55282,67499,6,6,0,0,0,4,3,0,0,0
5200,"2019-08",95506,3659,6,6,0,0,0,1,4,0,0,0
5201,"2019-08",11356,206612,6,6,0,0,0,4,2,0,0,0
5202,"2019-09",4053,4193,6,6,0,0,0,3,2,0,0,0
5205,"2019-02",11767,10306,6,6,0,0,0,3,1,0,0,0
5207,"2019-10",3486,3810,7,6,0,0,0,6,3,0,0,0
5209,"2019-09",51322,1517181,6,3,6,0,0,1,6,3,0,0
5210,"2019-08",3863,308451,3,7,6,0,0,6,5,1,0,0
5211,"2019-02",53840,52886,6,7,0,0,0,3,6,0,0,0
5212,"2019-03",196974,207438,4,6,6,0,0,6,3,4,0,0
5213,"2019-08",2231281,2523058,6,6,0,0,0,2,2,0,0,0
5214,"2019-08",1971098,2537714,6,4,7,0,0,4,6,6,0,0
5215,"2019-10",11134,11370,4,6,6,0,0,6,3,3,0,0
5217,"2019-08",3761,3464,6,6,0,0,0,4,2,0,0,0
5219,"2019-11",96338,197507,6,4,7,0,0,2,6,6,0,0
5220,"2019-01",11247,45507,6,6,0,0,0,2,0,0,0,0
5222,"2019-03",10307,2595933,7,6,0,0,0,5,0,0,0,0
5223,"2019-02",84281,54309,6,6,0,0,0,4,0,0,0,0
5225,"2019-10",4075,53125,7,6,0,0,0,6,3,0,0,0
5226,"2019-03",3723,253923,6,6,0,0,0,4,1,0,0,0
5228,"2019-03",207438,2516571,3,6,6,0,0,6,3,2,0,0
5229,"2019-01",3456,3828,6,6,6,0,0,3,4,4,0,0
5230,"2019-07",830070,303997,6,3,6,0,0,2,6,3,0,0
5231,"2019-07",2616345,2566922,6,6,0,0,0,4,1,0,0,0
5233,"2019-01",83015,223621,6,6,0,0,0,3,3,0,0,0
5234,"2019-08",10339,10347,7,6,0,0,0,5,4,0,0,0
5235,"2019-02",836822,161912,4,6,6,0,0,6,3,3,0,0
5236,"2019-10",53840,27335,6,6,0,0,0,2,3,0,0,0
5237,"2019-08",3700,206781,6,6,6,0,0,3,4,4,0,0
5238,"2019-09",10531,11318,6,6,0,0,0,0,2,0,0,0
5239,"2019-06",1945656,51245,6,6,0,0,0,2,4,0,0,0
5241,"2019-08",4372,60157,6,4,6,0,0,4,6,4,0,0
5242,"2019-06",51794,96338,7,6,6,0,0,6,7,3,0,0
5243,"2019-07",1971098,218755,1,6,7,0,0,6,1,5,0,0
5244,"2019-08",1940917,3839,4,6,6,0,0,6,3,3,0,0
5245,"2019-11",3456,52886,7,6,0,0,0,6,3,0,0,0
5247,"2019-09",10281,1736726,6,6,0,0,0,2,1,0,0,0
5248,"2019-11",2596786,405461,6,7,0,0,0,4,6,0,0,0
5249,"2019-03",218163,3698,6,6,0,0,0,1,3,0,0,0
5250,"2019-09",81226,5218,6,6,6,0,0,3,7,4,0,0
5252,"2019-01",224134,53840,6,6,0,0,0,3,4,0,0,0
5255,"2019-08",11640,1742954,6,3,6,0,0,2,6,1,0,0
5256,"2019-01",54351,3608,3,6,6,6,0,6,3,4,2,0
5259,"2019-08",1608108,45571,6,6,0,0,0,1,0,0,0,0
5260,"2019-09",11361,10885,7,6,0,0,0,5,2,0,0,0
5262,"2019-09",1609206,1334955,6,2,6,0,0,0,6,2,0,0
5264,"2019-11",74092,4094,6,7,0,0,0,0,5,0,0,0
5266,"2019-07",60718,55419,7,7,0,0,0,6,6,0,0,0
5267,"2019-12",10527,64387,6,7,0,0,0,4,6,0,0,0
5268,"2019-09",11161,1983491,6,6,0,0,0,3,1,0,0,0
5271,"2019-10",51794,3558,6,6,0,0,0,3,3,0,0,0
5272,"2019-02",10695,10793,1,6,6,0,0,6,1,2,0,0
5273,"2019-10",4464,28298,7,6,0,0,0,5,2,0,0,0
5274,"2019-10",606930,3758,6,6,0,0,0,2,4,0,0,0
5276,"2019-09",3679,80810,3,6,6,0,0,6,4,1,0,0
5277,"2019-08",262476,1398920,6,6,0,0,0,4,2,0,0,0
5279,"2019-07",51245,1973204,1,6,7,0,0,6,3,6,0,0
5282,"2019-11",57251,27335,6,6,0,0,0,3,4,0,0,0
5283,"2019-03",77968,1948598,7,7,0,0,0,5,5,0,0,0
5284,"2019-09",10063,27419,7,6,0,0,0,5,4,0,0,0
5286,"2019-07",54171,91084,4,7,6,0,0,6,6,3,0,0
5287,"2019-06",4190,1444784,6,6,0,0,0,4,4,0,0,0
5288,"2019-08",65638,54554,2,6,6,0,0,6,2,3,0,0
5289,"2019-08",4690,203816,7,7,7,0,0,5,6,6,0,0
5290,"2019-08",378488,593241,7,6,0,0,0,6,4,0,0,0
5291,"2019-07",100217,1609195,6,6,0,0,0,4,2,0,0,0
5292,"2019-01",3644,4726,6,7,2,6,0,4,6,6,3,0
5293,"2019-03",66480,151401,7,6,0,0,0,5,4,0,0,0
5294,"2019-09",10479,836822,3,7,6,0,0,6,6,1,0,0
5295,"2019-08",4031,3458,6,6,0,0,0,3,3,0,0,0
5296,"2019-08",191910,11599,6,6,0,0,0,4,2,0,0,0
5298,"2019-09",51547,10479,6,1,6,0,0,3,6,2,0,0
5300,"2019-01",11095,11803,7,6,0,0,0,6,3,0,0,0
5303,"2019-09",42469,71334,3,6,6,0,0,6,0,4,0,0
5304,"2019-09",206794,274912,3,6,7,0,0,6,3,6,0,0
5305,"2019-08",51547,59434,6,6,0,0,0,2,2,0,0,0
5306,"2019-10",2526148,4462,6,7,0,0,0,2,6,0,0,0
5307,"2019-07",3503,28080,3,6,6,0,0,6,1,4,0,0
5308,"2019-03",3695,3498,6,7,0,0,0,4,6,0,0,0
5309,"2019-09",167938,84513,6,6,0,0,0,0,2,0,0,0
5311,"2019-01",3962,1740216,6,6,0,0,0,3,4,0,0,0
5312,"2019-07",218755,1711873,6,6,0,0,0,3,2,0,0,0
5313,"2019-09",391097,10280,6,6,0,0,0,3,4,0,0,0
5316,"2019-02",3460,69244,6,6,0,0,0,1,2,0,0,0
5318,"2019-08",191910,10528,6,6,0,0,0,1,3,0,0,0
5321,"2019-12",11640,2602428,4,7,6,0,0,6,6,3,0,0
5322,"2019-08",4205,4417,6,6,0,0,0,3,4,0,0,0
5324,"2019-08",83218,4560,6,6,0,0,0,2,4,0,0,0
5325,"2019-03",3959,207037,6,6,0,0,0,4,0,0,0,0
5326,"2019-09",58235,11366,6,1,6,0,0,0,6,4,0,0
5327,"2019-10",3701,3867,6,6,0,0,0,3,4,0,0,0
5328,"2019-09",28298,3712,6,6,0,0,0,4,4,0,0,0
5330,"2019-09",10259,54458,2,6,6,0,0,6,4,3,0,0
5331,"2019-07",11361,10290,6,6,0,0,0,4,4,0,0,0
5333,"2019-07",65365,1398938,6,3,6,0,0,3,6,3,0,0
5335,"2019-10",10819,847617,7,6,0,0,0,6,2,0,0,0
5336,"2019-03",11666,10759,4,7,6,0,0,6,5,4,0,0
5337,"2019-10",206329,4190,5,6,6,0,0,7,4,1,0,0
5338,"2019-10",54351,3475,7,7,0,0,0,6,6,0,0,0
5339,"2019-11",33118,2466141,6,3,6,0,0,3,6,3,0,0
5340,"2019-05",1711873,207673,6,7,0,0,0,1,6,0,0,0
5341,"2019-11",252053,45588,0,6,6,0,0,6,4,2,0,0
5343,"2019-09",10281,10759,7,7,0,0,0,5,5,0,0,0
5344,"2019-09",11640,1292073,6,6,0,0,0,3,2,0,0,0
5345,"2019-01",10785,233091,6,6,0,0,0,1,1,0,0,0
5349,"2019-03",10794,10248,2,7,6,0,0,6,6,4,0,0
5351,"2019-08",67412,2598961,2,6,7,0,0,6,1,6,0,0
5353,"2019-02",4686,3863,7,6,0,0,0,6,4,0,0,0
5354,"2019-09",87175,207061,4,6,6,0,0,6,4,3,0,0
5355,"2019-07",60718,1570645,6,6,0,0,0,4,4,0,0,0
5357,"2019-08",204410,3691,7,6,0,0,0,6,4,0,0,0
5359,"2019-09",10287,51673,3,6,6,0,0,6,1,2,0,0
5360,"2019-09",7479,3863,6,7,0,0,0,3,6,0,0,0
5362,"2019-09",67623,3962,4,6,6,0,0,6,2,4,0,0
5363,"2019-09",10287,45027,6,6,0,0,0,3,1,0,0,0
5364,"2019-08",2005359,205461,6,6,0,0,0,4,3,0,0,0
5365,"2019-05",56735,1393213,6,6,0,0,0,3,4,0,0,0
5366,"2019-06",10063,1570645,3,7,6,0,0,6,5,3,0,0
5367,"2019-09",46561,3644,2,6,6,0,0,6,3,3,0,0
5369,"2019-09",3746,1459374,6,7,0,0,0,4,5,0,0,0
5371,"2019-11",1601923,3558,4,7,6,0,0,6,6,3,0,0
5373,"2019-01",3469,3495,6,6,0,0,0,3,4,0,0,0
5374,"2019-02",11161,2555953,7,6,0,0,0,6,2,0,0,0
5375,"2019-09",11466,240233,6,6,0,0,0,3,2,0,0,0
5376,"2019-03",2611704,3469,7,7,0,0,0,5,5,0,0,0
5377,"2019-02",2085750,3488,6,7,7,0,0,7,6,5,0,0
5378,"2019-08",1740216,2093825,6,6,0,0,0,2,2,0,0,0
5379,"2019-01",84281,10281,4,7,6,0,0,6,6,3,0,0
5382,"2019-02",364584,2555950,6,3,6,0,0,3,6,4,0,0
5383,"2019-10",3994,2601750,7,3,7,0,0,6,6,5,0,0
5385,"2019-02",2118860,2611278,6,6,0,0,0,0,2,0,0,0
5387,"2019-09",4690,60156,7,6,6,0,0,5,7,4,0,0
5388,"2019-02",2606228,51825,6,7,0,0,0,3,6,0,0,0
5389,"2019-10",100217,52346,6,1,6,0,0,3,6,2,0,0
5390,"2019-10",1157738,2092193,6,6,0,0,0,3,4,0,0,0
5391,"2019-06",53292,3711,6,6,0,0,0,2,1,0,0,0
5392,"2019-06",28080,1444784,6,6,0,0,0,4,2,0,0,0
5395,"2019-02",10590,98984,6,6,0,0,0,3,4,0,0,0
5396,"2019-07",4401,74716,4,7,7,0,0,6,5,6,0,0
5398,"2019-03",4633,4075,6,6,0,0,0,2,1,0,0,0
5399,"2019-08",24753,51547,6,6,0,0,0,3,3,0,0,0
5401,"2019-09",57529,1083703,5,6,7,0,0,7,2,5,0,0
5403,"2019-10",4072,2095346,6,4,6,0,0,4,6,3,0,0
5405,"2019-07",28080,3699,1,6,6,0,0,6,4,2,0,0
5407,"2019-01",207037,53449,6,1,6,6,0,2,6,2,4,0
5409,"2019-12",4072,28080,3,6,6,0,0,6,1,1,0,0
5410,"2019-08",54171,4021,7,7,0,0,0,5,5,0,0,0
5412,"2019-09",1983491,10864,6,3,6,0,0,3,6,1,0,0
5414,"2019-02",844356,259658,6,6,0,0,0,3,1,0,0,0
5416,"2019-11",1988251,802298,6,6,0,0,0,1,4,0,0,0
5418,"2019-09",55908,203816,7,6,0,0,0,6,4,0,0,0
5419,"2019-09",11370,10340,6,6,0,0,0,2,1,0,0,0
5420,"2019-08",197507,28527,7,6,0,0,0,6,4,0,0,0
5422,"2019-10",4508,1398940,6,6,0,0,0,1,4,0,0,0
5424,"2019-09",141998,2566922,6,6,0,0,0,0,1,0,0,0
5425,"2019-08",1399808,1988251,6,6,6,0,0,7,4,4,0,0
5426,"2019-12",262476,1710699,6,6,0,0,0,1,2,0,0,0
5428,"2019-07",369129,1394183,7,6,0,0,0,6,4,0,0,0
5429,"2019-08",59434,1784530,6,6,0,0,0,3,4,0,0,0
5432,"2019-08",81226,3746,6,6,0,0,0,1,4,0,0,0
5433,"2019-07",830070,1880799,6,6,0,0,0,1,4,0,0,0
5435,"2019-10",3962,4151,6,6,6,0,0,3,7,4,0,0
5436,"2019-06",734160,1945659,6,6,0,0,0,2,4,0,0,0
5437,"2019-10",10340,64618,6,6,0,0,0,1,1,0,0,0
5440,"2019-09",54171,200392,6,7,0,0,0,4,6,0,0,0
5441,"2019-08",1736726,11370,7,6,0,0,0,5,4,0,0,0
5442,"2019-09",10537,2555950,7,6,0,0,0,5,0,0,0,0
5443,"2019-10",4508,1906139,6,6,0,0,0,3,2,0,0,0
5444,"2019-05",3679,3503,7,6,0,0,0,6,2,0,0,0
5446,"2019-08",2230756,76892,6,6,0,0,0,4,1,0,0,0
5447,"2019-09",11349,83015,6,6,0,0,0,3,3,0,0,0
5448,"2019-09",55908,2611704,6,7,0,0,0,4,5,0,0,0
5449,"2019-11",1459374,4560,6,6,6,0,0,7,4,4,0,0
5450,"2019-03",34159,28145,1,7,6,0,0,6,6,4,0,0
5452,"2019-08",55908,3644,6,5,6,6,6,7,7,4,3,3
5453,"2019-02",11161,10307,6,6,0,0,0,2,2,0,0,0
5454,"2019-09",2596786,2537714,6,6,0,0,0,4,4,0,0,0
5455,"2019-10",806774,60718,7,6,0,0,0,6,4,0,0,0
5456,"2019-07",4401,3671,6,6,0,0,0,3,4,0,0,0
5457,"2019-01",10473,11134,6,6,7,0,0,7,4,5,0,0
5458,"2019-03",224142,3691,2,6,6,0,0,6,2,3,0,0
5459,"2019-03",3691,3701,6,4,7,0,0,4,6,6,0,0
5460,"2019-09",208113,85660,6,6,0,0,0,3,4,0,0,0
5461,"2019-10",83218,4073,7,6,0,0,0,5,2,0,0,0
5462,"2019-10",3564,4584,6,6,0,0,0,4,3,0,0,0
5466,"2019-09",10829,52003,6,6,0,0,0,4,4,0,0,0
5467,"2019-10",207438,28097,6,6,0,0,0,3,4,0,0,0
5468,"2019-03",167938,52003,6,6,0,0,0,4,4,0,0,0
5469,"2019-09",53374,81226,3,6,6,7,0,6,3,2,6,0
5470,"2019-09",76531,79623,6,6,0,0,0,2,2,0,0,0
5473,"2019-03",2114659,11186,6,6,0,0,0,4,2,0,0,0
5474,"2019-07",2525708,2022457,6,7,0,0,0,3,5,0,0,0
5475,"2019-12",5218,379580,6,6,0,0,0,1,4,0,0,0
5477,"2019-10",1398935,57433,6,3,6,0,0,2,6,2,0,0
5478,"2019-08",66480,3654,6,6,0,0,0,1,4,0,0,0
5479,"2019-03",10246,10765,6,2,6,0,0,3,6,3,0,0
5481,"2019-03",4031,3943,6,6,0,0,0,2,0,0,0,0
5482,"2019-03",3850,253894,6,7,0,0,0,4,6,0,0,0
5485,"2019-11",1863628,60156,6,6,7,0,0,7,1,5,0,0
5486,"2019-01",3564,224142,6,7,6,0,0,4,5,1,0,0
5487,"2019-11",1570645,4021,6,7,0,0,0,2,6,0,0,0
5488,"2019-10",1399808,96338,3,6,6,0,0,6,3,1,0,0
5489,"2019-07",198546,2005359,7,6,0,0,0,6,0,0,0,0
5490,"2019-06",4169,1863628,7,6,0,0,0,6,3,0,0,0
5491,"2019-11",55419,51216,6,6,0,0,0,4,4,0,0,0
5492,"2019-07",2087254,802298,7,6,0,0,0,5,2,0,0,0
5494,"2019-02",2085750,95506,6,7,0,0,0,4,6,0,0,0
5495,"2019-10",3746,2500037,6,7,0,0,0,0,6,0,0,0
5496,"2019-09",1983491,11366,6,7,0,0,0,1,6,0,0,0
5497,"2019-09",1398938,3765,6,7,0,0,0,4,5,0,0,0
